"","long","lat","order","hole","piece","id","group"
"292",126.92696385,37.51321473,28486,FALSE,"1","11560","11560.1"
"293",126.92682323,37.51316087,28487,FALSE,"1","11560","11560.1"
"294",126.9267628,37.5131383,28488,FALSE,"1","11560","11560.1"
"295",126.9267591,37.51313576,28489,FALSE,"1","11560","11560.1"
"296",126.92677801,37.51294854,28490,FALSE,"1","11560","11560.1"
"297",126.92679266,37.51280439,28491,FALSE,"1","11560","11560.1"
"298",126.92679037,37.51280073,28492,FALSE,"1","11560","11560.1"
"299",126.92678912,37.51279819,28493,FALSE,"1","11560","11560.1"
"300",126.92667127,37.51277615,28494,FALSE,"1","11560","11560.1"
"301",126.92645693,37.51273632,28495,FALSE,"1","11560","11560.1"
"302",126.926194,37.51268744,28496,FALSE,"1","11560","11560.1"
"303",126.92600865,37.51265241,28497,FALSE,"1","11560","11560.1"
"304",126.92587896,37.5126298,28498,FALSE,"1","11560","11560.1"
"305",126.92573883,37.51260353,28499,FALSE,"1","11560","11560.1"
"306",126.92565967,37.51258884,28500,FALSE,"1","11560","11560.1"
"307",126.92555347,37.51256934,28501,FALSE,"1","11560","11560.1"
"308",126.92554394,37.51256708,28502,FALSE,"1","11560","11560.1"
"309",126.92539481,37.51252813,28503,FALSE,"1","11560","11560.1"
"310",126.92539145,37.51252756,28504,FALSE,"1","11560","11560.1"
"311",126.92538969,37.51252615,28505,FALSE,"1","11560","11560.1"
"312",126.92538598,37.51252305,28506,FALSE,"1","11560","11560.1"
"313",126.92511874,37.51185642,28507,FALSE,"1","11560","11560.1"
"314",126.92493593,37.51140271,28508,FALSE,"1","11560","11560.1"
"315",126.92478627,37.51103912,28509,FALSE,"1","11560","11560.1"
"316",126.92470605,37.51084,28510,FALSE,"1","11560","11560.1"
"317",126.92459624,37.5105685,28511,FALSE,"1","11560","11560.1"
"318",126.92441115,37.51011029,28512,FALSE,"1","11560","11560.1"
"319",126.92426694,37.50975514,28513,FALSE,"1","11560","11560.1"
"320",126.9241261,37.50941126,28514,FALSE,"1","11560","11560.1"
"321",126.92396693,37.5090181,28515,FALSE,"1","11560","11560.1"
"322",126.92385023,37.5087328,28516,FALSE,"1","11560","11560.1"
"323",126.92375857,37.50850834,28517,FALSE,"1","11560","11560.1"
"324",126.92367819,37.50831203,28518,FALSE,"1","11560","11560.1"
"325",126.92359076,37.50809405,28519,FALSE,"1","11560","11560.1"
"326",126.92351674,37.50790817,28520,FALSE,"1","11560","11560.1"
"327",126.92345434,37.50775073,28521,FALSE,"1","11560","11560.1"
"328",126.92341855,37.50765976,28522,FALSE,"1","11560","11560.1"
