"","구코드","동코드","위도","경도"
"310","560","13300",37.5002658,126.925329
"311","560","11700",37.5195344,126.9237646
"312","560","11000",37.5270506,126.9138168
"313","560","11000",37.5026735,126.8843269
"314","560","11000",37.5268218,126.9325029
"315","560","11000",37.5136188,126.943697
"316","560","13200",37.4931111,126.8825006
"317","560","13200",37.4916559,126.8920312
"318","560","13300",37.4904751,126.8927079
"319","560","11000",37.5174916,126.935309
"320","560","11300",37.5349461,126.8784178
"321","560","12900",37.4931972,126.9012523
"322","560","12500",37.5252079,126.9092692
"323","560","12100",37.5237572,126.8983525
"324","560","11700",37.5210791,126.8896412
"325","560","10100",37.5249558,126.9023738
"326","560","11300",37.5138904,126.8959837
"327","560","11300",37.5132883,126.8970113
"328","560","12400",37.5154065,126.8957598
"329","560","11300",37.5130527,126.8969755
"330","560","11300",37.5363606,126.887276
"331","560","11100",37.5205363,126.8852572
"332","560","12700",37.5245358,126.8932842
"333","560","10600",37.517048,126.8969852
"334","560","10400",37.5170116,126.895919
"335","560","12100",37.5243799,126.8948181
"336","560","11100",37.5237261,126.8985733
"337","560","12500",37.5232467,126.9016095
"338","560","12700",37.5342101,126.8803841
"339","560","11300",37.5352748,126.8798298
"340","560","12100",37.5373141,126.8799622
"341","560","12100",37.518731,126.8846517
"342","560","11600",37.5202833,126.9010115
"343","560","11600",37.525766,126.8862886
"344","560","12100",37.5242529,126.8955997
"345","560","11700",37.5192748,126.8934417
"346","560","11300",37.5359563,126.8877362
"347","560","12700",37.5333104,126.8805947
"348","560","12700",37.5287266,126.9039864
"349","560","11700",37.518354,126.9015392
"350","560","11700",37.522218,126.8782102
"351","560","11300",37.5140312,126.8954706
"352","560","12800",37.522758,126.9048575
"353","560","11300",37.5132119,126.8967851
"354","560","12100",37.5237988,126.8984322
"355","560","11100",37.5269905,126.8992422
"356","560","11100",37.5271834,126.899122
"357","560","11600",37.5214053,126.8957983
"358","560","10100",37.5239059,126.8962028
"359","560","12500",37.5271878,126.8985511
"360","560","12800",37.5236865,126.8984179
"361","560","12500",37.5272794,126.8982247
"362","560","12100",37.5302234,126.9056267
"363","560","12200",37.5195179,126.8847664
"364","560","12100",37.5197119,126.8847367
"365","560","13300",37.5213859,126.8876091
"366","560","11100",37.5371661,126.8953374
"367","560","11300",37.5335893,126.8939767
"368","560","10800",37.5327938,126.895605
"369","560","12100",37.5326461,126.9044762
"370","560","12100",37.5179418,126.8841821
"371","560","12100",37.5178819,126.8845786
"372","560","12100",37.5180641,126.8844071
"373","560","10800",37.5335951,126.8940933
"374","560","11300",37.5200525,126.9046383
"375","560","11300",37.5186762,126.8845559
"376","560","10800",37.5132471,126.8975091
"377","560","10700",37.5378003,126.894069
"378","560","11300",37.5366516,126.8929859
"379","560","11300",37.5334905,126.8941795
"380","560","10900",37.5220551,126.9050577
"381","560","11300",37.5377407,126.8938401
"382","560","11100",37.5333954,126.8974239
"383","560","11800",37.54156,126.8948041
"384","560","12100",37.5182123,126.9048282
"385","560","12100",37.5186179,126.8844624
"386","560","11200",37.5207791,126.8850783
"387","560","12700",37.5242685,126.8946194
"388","560","12100",37.520374,126.884982
"389","560","11800",37.5311323,126.8850543
"390","560","12100",37.5187565,126.8844959
"391","560","12900",37.5346857,126.8966906
"392","560","11100",37.5218457,126.8876081
"393","560","12800",37.512976,126.9028904
"394","560","12600",37.4954028,126.9115989
"395","560","13200",37.4919844,126.944087
"396","560","11200",37.5397657,126.9446785
"397","560","13200",37.5498622,126.9331305
"398","560","13200",37.4984482,126.9436285
"399","560","11000",37.5063051,126.8798862
"400","560","13300",37.4906097,126.8817154
"401","560","12200",37.5000686,126.9179289
"402","560","11000",37.5043347,126.8874394
"403","560","11000",37.5072365,126.9012321
"404","560","11000",37.5089617,126.9175329
"405","560","13300",37.5128192,126.9401093
"406","560","11000",37.5056635,126.9109413
"407","560","12600",37.5084476,126.9323178
"408","560","11000",37.4975364,126.8851107
"409","560","13200",37.5267341,126.8926456
"410","560","11000",37.5354907,126.8921011
"411","560","13300",37.5263552,126.9027963
"412","560","11700",37.521669,126.8840416
"413","560","13300",37.5269383,126.9030866
"414","560","10900",37.5275897,126.9084453
"415","560","12100",37.5126053,126.9251838
"416","560","12900",37.4863381,126.9432656
"417","560","12100",37.514564,126.8813628
"418","560","11000",37.4868532,126.9024392
"419","560","12900",37.5555673,126.9402799
"420","560","13200",37.5154617,126.8988662
"421","560","13000",37.5149328,126.9006893
"422","560","11800",37.4868638,126.8884894
"423","560","12100",37.5535026,126.931958
"424","560","10900",37.5429702,126.9424927
"425","560","12100",37.5102135,126.9498951
"426","560","12900",37.542643,126.9496237
"427","560","11800",37.4870409,126.8882252
"428","560","10300",37.5509134,126.944052
"429","560","10200",37.5507494,126.9439949
"430","560","11000",37.5312363,126.9069366
"431","560","11000",37.4905593,126.8931538
"432","560","11000",37.5206498,126.9287171
"433","560","13200",37.4999182,126.9165607
"434","560","11000",37.5012896,126.9426011
"435","560","11600",37.5278067,126.9187871
"436","560","11700",37.5311901,126.9246381
"437","560","11000",37.5208075,126.9226899
"438","560","11000",37.5140319,126.9262041
"439","560","13300",37.512018,126.9172467
"440","560","13200",37.5173995,126.8887075
"441","560","13300",37.5114379,126.9102381
"442","560","12300",37.513269,126.8917624
"443","560","13200",37.5106466,126.8847181
"444","560","13200",37.492848,126.910004
"445","560","13300",37.4963735,126.8825755
"446","560","12700",37.5176887,126.9021856
"447","560","12700",37.4979976,126.8841221
"448","560","12700",37.4980709,126.8840414
"449","560","12700",37.5181955,126.9016067
"450","560","13300",37.5357878,126.8806984
"451","560","13200",37.4868897,126.9025828
"452","560","12100",37.5434765,126.9461386
"453","560","13300",37.5093428,126.887053
"454","560","13200",37.5455265,126.9286535
"455","560","13200",37.551479,126.9027546
"456","560","11000",37.4890273,126.9065055
"457","560","13200",37.512704,126.8862495
"458","560","13300",37.5133911,126.8913163
"459","560","13300",37.5013345,126.9492374
"460","560","13200",37.5102352,126.9043969
"461","560","13300",37.5034281,126.9450275
"462","560","11000",37.5243618,126.9281613
"463","560","13200",37.4942074,126.8828471
"464","560","11000",37.5221223,126.9212462
"465","560","13200",37.506464,126.9262702
"466","560","13200",37.5121937,126.9172779
"467","560","11000",37.50278,126.8844153
"468","560","11000",37.5228901,126.9265
"469","560","13200",37.5048102,126.8970957
"470","560","13300",37.5076129,126.9197921
"471","560","11000",37.517413,126.9346616
"472","560","12500",37.5230721,126.9029357
"473","560","11000",37.5212957,126.9295549
"474","560","13300",37.5120876,126.9098093
"475","560","11000",37.4853911,126.8812908
"476","560","13300",37.499296,126.9266412
"477","560","11000",37.5202763,126.928041
"478","560","12600",37.5148415,126.8937963
"479","560","11000",37.4909569,126.8818753
"480","560","12600",37.5215265,126.9013198
"481","560","13200",37.4976115,126.9207824
"482","560","13300",37.5203539,126.9278973
"483","560","13200",37.5163665,126.9172339
"484","560","13300",37.5002912,126.9278384
"485","560","11600",37.5212351,126.8955651
"486","560","11000",37.5273023,126.9161546
"487","560","10100",37.5240428,126.8964722
"488","560","10500",37.5200774,126.932935
"489","560","11700",37.5271107,126.9134667
"490","560","13200",37.5051402,126.9053214
"491","560","13200",37.5066088,126.8850583
"492","560","13200",37.4983629,126.9240481
"493","560","10900",37.5192174,126.9079332
"494","560","12100",37.5289759,126.9040484
"495","560","12900",37.5153965,126.9003167
"496","560","13300",37.4871009,126.8975294
"497","560","12700",37.5000514,126.884918
"498","560","11200",37.5227594,126.8855491
